instance_name,algorithm,execution_time,cost
dataset_size6_3,gurobi,20.382428980999975,3889.540000000002
dataset_size6_3,nearest_neighbour,0.00010544600081630051,300.46999999999997
dataset_size6_3,two_opt,0.0005470390024129301,281.3
dataset_size50_4,gurobi,904.1993872070016,4043.310000000002
dataset_size50_4,nearest_neighbour,0.0006055880076019093,478.9900000000002
dataset_size50_4,two_opt,0.3448916030029068,446.11
dataset_size100_5,nearest_neighbour,0.006246963006560691,545.0699999999999
dataset_size100_5,two_opt,5.254102535996935,520.25
dataset_size100_7,nearest_neighbour,0.002569681004388258,598.3600000000002
dataset_size100_7,two_opt,6.65073519400903,525.6300000000001
dataset_size50_6,nearest_neighbour,0.0007231269992189482,525.1599999999999
dataset_size50_6,two_opt,0.46553661199868657,439.1700000000001
dataset_size6_1,nearest_neighbour,0.00035301099705975503,300.81
dataset_size6_1,two_opt,0.00048555899411439896,281.64
dataset_size4_3,gurobi,4.42724412100506,3883.840000000001
dataset_size4_3,nearest_neighbour,7.432099664583802e-05,282.84
dataset_size4_3,two_opt,0.00019974600581917912,273.88
dataset_size75_10,nearest_neighbour,0.0028347250045044348,506.36000000000024
dataset_size75_10,two_opt,2.011619919008808,484.5100000000003
dataset_size4_2,gurobi,0.6631402310013073,3862.970000000002
dataset_size4_2,nearest_neighbour,7.944399840198457e-05,236.89
dataset_size4_2,two_opt,0.00015676399925723672,236.72
dataset_size50_7,nearest_neighbour,0.0006760630058124661,505.8999999999999
dataset_size50_7,two_opt,0.755609343003016,436.41999999999996
dataset_size100_6,nearest_neighbour,0.0022865170030854642,562.3799999999999
dataset_size100_6,two_opt,4.186519199996837,518.8300000000002
dataset_size100_2,nearest_neighbour,0.007071568994433619,604.27
dataset_size100_2,two_opt,9.311538969996036,524.3999999999999
dataset_size50_3,nearest_neighbour,0.0006938989972695708,508.3799999999999
dataset_size50_3,two_opt,0.6035499769932358,457.09999999999997
dataset_size50_2,nearest_neighbour,0.001510401998530142,504.39000000000004
dataset_size50_2,two_opt,0.9170735229999991,436.17999999999995
dataset_size100_3,nearest_neighbour,0.008275799002149142,586.26
dataset_size100_3,two_opt,5.523746492995997,522.4699999999999
dataset_size100_1,nearest_neighbour,0.0022154660109663382,558.8
dataset_size100_1,two_opt,9.837646171989036,516.31
dataset_size50_1,nearest_neighbour,0.0008474470087094232,482.57000000000005
dataset_size50_1,two_opt,0.3395048349921126,449.2900000000001
