instance_name,algorithm,execution_time,cost,total_distance,feasible,num_vehicles
new_dataset_size15_4,or_tools,1202.5290249995887,322.1199999999999,223.35000000000002,True,1
new_dataset_size15_4,nearest_neighbour_multi_truck,0.0002675997093319893,323.78000000000003,211.54,True,1
new_dataset_size15_4,two_opt_multi_truck,0.008007599972188473,306.59,183.96999999999997,True,1
new_dataset_size15_5,or_tools,1202.7624371005222,332.24999999999994,239.56,True,1
new_dataset_size15_5,nearest_neighbour_multi_truck,0.00018880050629377365,364.07,276.21000000000004,True,1
new_dataset_size15_5,two_opt_multi_truck,0.007740099914371967,338.52,235.19,True,1
new_dataset_size15_6,or_tools,1202.569514900446,373.78000000000003,291.78,True,1
new_dataset_size15_6,nearest_neighbour_multi_truck,0.0002888999879360199,401.81000000000006,336.75,True,1
new_dataset_size15_6,two_opt_multi_truck,0.007532000541687012,352.25,257.21000000000004,True,1
new_dataset_size15_7,or_tools,1202.435245799832,386.04,325.90000000000003,True,1
new_dataset_size15_7,nearest_neighbour_multi_truck,0.0001993998885154724,395.90000000000003,327.3,True,1
new_dataset_size15_7,two_opt_multi_truck,0.00524159986525774,371.64,288.36,True,1
new_dataset_size15_8,or_tools,1201.8662438997999,372.51,304.15999999999997,True,1
new_dataset_size15_8,nearest_neighbour_multi_truck,0.0004579005762934685,382.83,306.3,True,1
new_dataset_size15_8,two_opt_multi_truck,0.003604600206017494,380.87,303.15000000000003,True,1
new_dataset_size15_9,or_tools,1203.083662699908,338.61000000000007,249.77,True,1
new_dataset_size15_9,nearest_neighbour_multi_truck,0.00024820026010274887,385.3,310.27,True,1
new_dataset_size15_9,two_opt_multi_truck,0.0066488999873399734,337.47,233.51999999999998,True,1
new_dataset_size20_1,or_tools,1203.1121110003442,346.9699999999999,263.19,True,1
new_dataset_size20_1,nearest_neighbour_multi_truck,0.00023030024021863937,346.33,247.70999999999998,True,1
new_dataset_size20_1,two_opt_multi_truck,0.009125400334596634,330.98,223.07999999999998,True,1
new_dataset_size20_10,or_tools,1203.440473199822,404.46000000000004,355.45,True,1
new_dataset_size20_10,nearest_neighbour_multi_truck,0.0003325995057821274,386.8,312.67999999999995,True,1
new_dataset_size20_10,two_opt_multi_truck,0.010856600478291512,383.09999999999997,306.72999999999996,True,1
new_dataset_size20_2,or_tools,1203.2886228999123,390.42,332.96,True,1
new_dataset_size20_2,nearest_neighbour_multi_truck,0.00038109999150037766,397.80999999999995,330.38000000000005,True,1
new_dataset_size20_2,two_opt_multi_truck,0.05341520067304373,360.34,270.21999999999997,True,1
new_dataset_size20_3,or_tools,1204.697692499496,348.44999999999993,265.58,True,1
new_dataset_size20_3,nearest_neighbour_multi_truck,0.00030350033193826675,385.21,310.15,True,1
new_dataset_size20_3,two_opt_multi_truck,0.024952099658548832,339.30999999999995,236.46000000000004,True,1
new_dataset_size20_4,or_tools,1204.300987600349,401.43,336.17999999999995,True,1
new_dataset_size20_4,nearest_neighbour_multi_truck,0.00038590002804994583,391.85999999999996,320.82,True,1
new_dataset_size20_4,two_opt_multi_truck,0.021207899786531925,363.6599999999999,275.56,True,1
new_dataset_size20_5,or_tools,1203.3452022001147,386.11999999999995,326.03999999999996,True,1
new_dataset_size20_5,nearest_neighbour_multi_truck,0.00038450025022029877,434.27,388.90000000000003,True,1
new_dataset_size20_5,two_opt_multi_truck,0.020239800214767456,399.08,332.42,True,1
new_dataset_size20_6,or_tools,1204.714870300144,354.09000000000003,274.59999999999997,True,1
new_dataset_size20_6,nearest_neighbour_multi_truck,0.00037900079041719437,375.71,294.88,True,1
new_dataset_size20_6,two_opt_multi_truck,0.04022260010242462,355.26,262.06,True,1
new_dataset_size20_7,or_tools,1204.2434212006629,330.74999999999994,237.16,True,1
new_dataset_size20_7,nearest_neighbour_multi_truck,0.0002840999513864517,347.66,249.86,True,1
new_dataset_size20_7,two_opt_multi_truck,0.016702800057828426,328.63,219.32999999999998,True,1
new_dataset_size20_8,or_tools,1203.8927164003253,695.25,514.04,True,2
new_dataset_size20_8,nearest_neighbour_multi_truck,0.0003595994785428047,414.19,356.6,True,1
new_dataset_size20_8,two_opt_multi_truck,0.018511099740862846,392.23,321.34999999999997,True,1
new_dataset_size20_9,or_tools,1204.7651837999001,381.59,318.75000000000006,True,1
new_dataset_size20_9,nearest_neighbour_multi_truck,0.0002626003697514534,376.71999999999997,296.47,True,1
new_dataset_size20_9,two_opt_multi_truck,0.02120780013501644,369.9,285.57000000000005,True,1
