instance_name,algorithm,execution_time,cost,total_distance,feasible,num_vehicles
new_dataset_size10_1,or_tools,1201.973236899823,340.53,252.83000000000004,True,1
new_dataset_size10_1,nearest_neighbour_multi_truck,0.000162600539624691,351.64,256.23999999999995,True,1
new_dataset_size10_1,two_opt_multi_truck,0.0025404002517461777,344.3,244.46999999999997,True,1
new_dataset_size10_10,or_tools,1202.208645700477,334.93000000000006,243.88,True,1
new_dataset_size10_10,nearest_neighbour_multi_truck,0.0002727992832660675,373.68,291.62,True,1
new_dataset_size10_10,two_opt_multi_truck,0.004497800022363663,343.48,243.15999999999997,True,1
new_dataset_size10_2,or_tools,1201.7511783000082,294.64000000000004,179.2,True,1
new_dataset_size10_2,nearest_neighbour_multi_truck,0.00016530044376850128,317.24,201.04000000000002,True,1
new_dataset_size10_2,two_opt_multi_truck,0.0022628996521234512,302.03,176.62999999999994,True,1
new_dataset_size10_3,or_tools,1202.1202132003382,315.47,212.64,True,1
new_dataset_size10_3,nearest_neighbour_multi_truck,0.0003599002957344055,350.25,254.01,True,1
new_dataset_size10_3,two_opt_multi_truck,0.002230299636721611,324.95,213.41,True,1
new_dataset_size10_4,or_tools,1202.855215200223,304.74,195.39999999999998,True,1
new_dataset_size10_4,nearest_neighbour_multi_truck,0.00024009961634874344,342.37,241.38,True,1
new_dataset_size10_4,two_opt_multi_truck,0.003203299827873707,314.69,196.92999999999995,True,1
new_dataset_size10_5,or_tools,1202.246386599727,281.28000000000003,157.77999999999997,True,1
new_dataset_size10_5,nearest_neighbour_multi_truck,0.0007264008745551109,322.16,208.94,True,1
new_dataset_size10_5,two_opt_multi_truck,0.0018245000392198563,288.81,155.42999999999995,True,1
new_dataset_size10_6,or_tools,1201.6765776006505,305.34000000000003,196.38,True,1
new_dataset_size10_6,nearest_neighbour_multi_truck,0.00019800011068582535,324.32,212.38,True,1
new_dataset_size10_6,two_opt_multi_truck,0.0013800999149680138,318.96,203.77999999999997,True,1
new_dataset_size10_7,or_tools,1201.7072026999667,296.25,181.77,True,1
new_dataset_size10_7,nearest_neighbour_multi_truck,0.0006943996995687485,320.9,206.89000000000001,True,1
new_dataset_size10_7,two_opt_multi_truck,0.004035900346934795,305.45,182.09000000000003,True,1
new_dataset_size10_8,or_tools,1202.4534204006195,265.83,132.93,True,1
new_dataset_size10_8,nearest_neighbour_multi_truck,0.00020689982920885086,296.6,167.89,True,1
new_dataset_size10_8,two_opt_multi_truck,0.0013589998707175255,274.43,132.3,True,1
new_dataset_size10_9,or_tools,1201.9672405002639,310.33000000000004,204.36,True,1
new_dataset_size10_9,nearest_neighbour_multi_truck,0.00016639940440654755,320.59000000000003,206.38,True,1
new_dataset_size10_9,two_opt_multi_truck,0.0014856001362204552,320.22,205.79999999999995,True,1
new_dataset_size15_1,or_tools,1203.4029103005305,385.36,324.8300000000001,True,1
new_dataset_size15_1,nearest_neighbour_multi_truck,0.00040609948337078094,389.80999999999995,317.53000000000003,True,1
new_dataset_size15_1,two_opt_multi_truck,0.002255999483168125,376.9199999999999,296.83000000000004,True,1
new_dataset_size15_10,or_tools,1203.4257926996797,344.80000000000007,259.73,True,1
new_dataset_size15_10,nearest_neighbour_multi_truck,0.0002598995342850685,366.83,280.63000000000005,True,1
new_dataset_size15_10,two_opt_multi_truck,0.008926499634981155,349.75,253.24,True,1
new_dataset_size15_2,or_tools,1202.9566270001233,315.25,212.24,True,1
new_dataset_size15_2,nearest_neighbour_multi_truck,0.0003822995349764824,366.27,279.73,True,1
new_dataset_size15_2,two_opt_multi_truck,0.014933899976313114,322.2,208.97000000000003,True,1
new_dataset_size15_3,or_tools,1203.420053199865,338.77000000000004,250.07000000000002,True,1
new_dataset_size15_3,nearest_neighbour_multi_truck,0.0008070999756455421,409.60999999999996,349.31,True,1
new_dataset_size15_3,two_opt_multi_truck,0.010230300016701221,355.02,261.67999999999995,True,1
