instance_name,algorithm,execution_time,cost,total_distance,feasible,num_vehicles
new_dataset_size10_1,or_tools,1201.5112577993423,0.0,0.0,,0
new_dataset_size10_1,nearest_neighbour_multi_truck,0.00028239935636520386,799.15,387.0899999999999,True,3
new_dataset_size10_1,two_opt_multi_truck,0.0008917003870010376,789.25,371.2099999999999,True,3
new_dataset_size10_10,or_tools,1201.593965999782,568.97,296.92999999999995,True,2
new_dataset_size10_10,nearest_neighbour_multi_truck,0.00024200044572353363,793.4799999999998,363.57,True,3
new_dataset_size10_10,two_opt_multi_truck,0.0009909998625516891,790.22,358.3299999999999,True,3
new_dataset_size10_2,or_tools,1201.7599146002904,534.18,255.53000000000003,True,2
new_dataset_size10_2,nearest_neighbour_multi_truck,0.00020270049571990967,533.91,240.64999999999998,True,2
new_dataset_size10_2,two_opt_multi_truck,0.0015342002734541893,529.29,233.24999999999994,True,2
new_dataset_size10_3,or_tools,1201.7018934004009,536.5299999999999,273.72,True,2
new_dataset_size10_3,nearest_neighbour_multi_truck,0.00016060005873441696,549.41,265.52,True,2
new_dataset_size10_3,two_opt_multi_truck,0.0005927998572587967,526.2399999999999,228.31000000000003,True,2
new_dataset_size10_4,or_tools,1200.8421058999375,517.9599999999999,243.92,True,2
new_dataset_size10_4,nearest_neighbour_multi_truck,0.00014350004494190216,536.43,244.68,True,2
new_dataset_size10_4,two_opt_multi_truck,0.0013644993305206299,529.5699999999999,233.66999999999996,True,2
new_dataset_size10_5,or_tools,1201.8521273005754,486.56000000000006,193.55,True,2
new_dataset_size10_5,nearest_neighbour_multi_truck,0.00020499993115663528,515.26,210.7,True,2
new_dataset_size10_5,two_opt_multi_truck,0.0006929002702236176,512.08,205.60999999999996,True,2
new_dataset_size10_6,or_tools,1201.5569202005863,513.29,236.41,True,2
new_dataset_size10_6,nearest_neighbour_multi_truck,0.00016789976507425308,540.6999999999999,251.51,True,2
new_dataset_size10_6,two_opt_multi_truck,0.002704499289393425,525.05,226.41999999999996,True,2
new_dataset_size10_7,or_tools,1202.0378393996507,500.15,215.34000000000003,True,2
new_dataset_size10_7,nearest_neighbour_multi_truck,0.00021169986575841904,540.25,250.83,True,2
new_dataset_size10_7,two_opt_multi_truck,0.0010806992650032043,533.3,239.66999999999996,True,2
new_dataset_size10_8,or_tools,1202.5701644001529,266.14,133.44,True,1
new_dataset_size10_8,nearest_neighbour_multi_truck,0.00018860027194023132,487.33000000000004,180.31,True,2
new_dataset_size10_8,two_opt_multi_truck,0.0014591002836823463,475.94,162.0,True,2
new_dataset_size10_9,or_tools,1201.6278491001576,526.44,257.51,True,2
new_dataset_size10_9,nearest_neighbour_multi_truck,0.00022849999368190765,523.5999999999999,224.05,True,2
new_dataset_size10_9,two_opt_multi_truck,0.001202000305056572,521.26,220.29999999999995,True,2
new_dataset_size15_1,or_tools,1203.0028921999037,0.0,0.0,,0
new_dataset_size15_1,nearest_neighbour_multi_truck,0.000984800048172474,1027.2,444.96000000000004,True,4
new_dataset_size15_1,two_opt_multi_truck,0.0014917999505996704,1008.4799999999999,414.91999999999996,True,4
new_dataset_size15_10,or_tools,1202.969462099485,0.0,0.0,,0
new_dataset_size15_10,nearest_neighbour_multi_truck,0.001658700406551361,773.9300000000001,332.16,True,3
new_dataset_size15_10,two_opt_multi_truck,0.0016432004049420357,763.39,315.26000000000005,True,3
new_dataset_size15_2,or_tools,1203.2350805001333,788.38,355.33000000000004,True,3
new_dataset_size15_2,nearest_neighbour_multi_truck,0.00020750053226947784,553.45,272.00000000000006,True,2
new_dataset_size15_2,two_opt_multi_truck,0.003041299991309643,536.05,244.05,True,2
new_dataset_size15_3,or_tools,1203.010647200048,0.0,0.0,,0
new_dataset_size15_3,nearest_neighbour_multi_truck,0.0010947994887828827,824.3199999999998,427.51000000000005,True,3
new_dataset_size15_3,two_opt_multi_truck,0.0038192998617887497,799.5900000000001,387.83,True,3
new_dataset_size15_4,or_tools,1202.6953316004947,728.8199999999999,288.66,True,3
new_dataset_size15_4,nearest_neighbour_multi_truck,0.0002903006970882416,533.3,239.67,True,2
new_dataset_size15_4,two_opt_multi_truck,0.0023044003173708916,523.02,223.17999999999995,True,2
new_dataset_size15_5,or_tools,1201.4007649999112,0.0,0.0,,0
new_dataset_size15_5,nearest_neighbour_multi_truck,0.0002055000513792038,786.12,366.17,True,3
new_dataset_size15_5,two_opt_multi_truck,0.0015894994139671326,777.42,352.22,True,3
new_dataset_size15_6,or_tools,1201.7780090998858,800.5799999999999,389.31000000000006,True,3
new_dataset_size15_6,nearest_neighbour_multi_truck,0.00027999933809041977,793.3299999999999,363.27,True,3
new_dataset_size15_6,two_opt_multi_truck,0.0020904000848531723,787.48,353.89,True,3
new_dataset_size15_7,or_tools,1201.8249261993915,1058.3900000000003,495.05999999999995,True,4
new_dataset_size15_7,nearest_neighbour_multi_truck,0.0002017999067902565,820.6199999999999,407.11,True,3
new_dataset_size15_7,two_opt_multi_truck,0.0013017002493143082,811.9000000000001,393.12,True,3
new_dataset_size15_8,or_tools,1201.7176302997395,0.0,0.0,,0
new_dataset_size15_8,nearest_neighbour_multi_truck,0.0003029992803931236,1079.5700000000002,529.0,True,4
new_dataset_size15_8,two_opt_multi_truck,0.001255999319255352,1073.31,518.95,True,4
new_dataset_size15_9,or_tools,1201.7600039001554,779.0,369.18,True,3
new_dataset_size15_9,nearest_neighbour_multi_truck,0.00019349996000528336,798.5999999999998,371.74,True,3
new_dataset_size15_9,two_opt_multi_truck,0.003852599300444126,787.2800000000001,353.57,True,3
new_dataset_size20_1,or_tools,1201.8271952001378,0.0,0.0,,0
new_dataset_size20_1,nearest_neighbour_multi_truck,0.00036170054227113724,562.96,287.24,True,2
new_dataset_size20_1,two_opt_multi_truck,0.0033831000328063965,552.5199999999998,270.50999999999993,True,2
new_dataset_size20_10,or_tools,1201.6643134998158,0.0,0.0,,0
